,u_x,u_y,u_z,sos,Time-stamp
20145,1.29,-1.59,1.22,338.98,2016-12-21 08:16:09
20146,0.24,-2.76,0.76,338.91,2016-12-21 08:16:10
20147,0.86,-2.0,0.14,338.95,2016-12-21 08:16:10
20148,4.02,-3.42,2.38,338.83,2016-12-21 08:16:10
20149,3.5,-1.35,0.22,339.0,2016-12-21 08:16:10
20150,4.71,1.13,0.17,338.87,2016-12-21 08:16:11
20151,1.54,-1.17,1.89,338.87,2016-12-21 08:16:11
20152,3.7,-0.57,1.41,338.91,2016-12-21 08:16:11
20153,2.89,-1.5,1.07,338.95,2016-12-21 08:16:11
20154,2.75,-0.75,1.03,338.92,2016-12-21 08:16:12
20155,3.49,-0.23,1.13,338.9,2016-12-21 08:16:12
20156,2.87,-0.89,1.37,338.93,2016-12-21 08:16:12
20157,2.6,-2.03,0.63,338.93,2016-12-21 08:16:12
20158,1.92,-1.66,1.39,338.96,2016-12-21 08:16:13
20159,2.44,-1.18,1.53,338.95,2016-12-21 08:16:13
20160,3.39,-0.25,0.52,338.88,2016-12-21 08:16:13
20161,3.03,-0.87,0.74,338.88,2016-12-21 08:16:13
20162,2.71,-0.52,0.87,338.91,2016-12-21 08:16:14
20163,3.61,0.27,1.06,338.93,2016-12-21 08:16:14
20164,3.48,-1.03,1.01,338.93,2016-12-21 08:16:14
20165,2.99,-1.02,0.79,338.95,2016-12-21 08:16:14
20166,3.1,-0.88,0.56,338.92,2016-12-21 08:16:15
20167,4.12,-1.19,0.91,338.92,2016-12-21 08:16:15
20168,3.18,-2.0,0.99,338.92,2016-12-21 08:16:15
20169,2.76,-1.86,1.11,338.9,2016-12-21 08:16:15
20170,2.14,-2.17,2.06,338.92,2016-12-21 08:16:16
20171,2.52,-2.42,2.04,338.96,2016-12-21 08:16:16
20172,1.82,-1.65,2.0,338.86,2016-12-21 08:16:16
20173,1.75,-1.38,1.86,338.87,2016-12-21 08:16:16
20174,2.68,-1.21,1.96,338.9,2016-12-21 08:16:17
20175,3.41,-1.95,1.69,338.92,2016-12-21 08:16:17
20176,2.31,-1.21,1.49,338.92,2016-12-21 08:16:17
20177,2.3,-2.23,1.47,338.9,2016-12-21 08:16:17
20178,1.64,-2.44,1.42,338.9,2016-12-21 08:16:18
20179,1.64,-1.68,2.25,338.86,2016-12-21 08:16:18
20180,0.94,-1.63,2.16,338.95,2016-12-21 08:16:18
20181,1.96,-1.34,2.61,338.92,2016-12-21 08:16:18
20182,2.16,-0.69,2.19,338.88,2016-12-21 08:16:19
20183,4.13,-0.33,1.52,338.91,2016-12-21 08:16:19
20184,2.92,-0.52,1.56,338.99,2016-12-21 08:16:19
20185,3.32,0.41,1.81,338.9,2016-12-21 08:16:19
20186,3.38,1.91,2.36,338.89,2016-12-21 08:16:20
20187,3.93,1.84,2.02,338.95,2016-12-21 08:16:20
20188,3.28,0.98,2.09,338.88,2016-12-21 08:16:20
20189,4.97,0.56,1.56,338.89,2016-12-21 08:16:20
20190,4.82,1.14,2.07,338.93,2016-12-21 08:16:21
20191,5.47,-0.33,1.41,338.96,2016-12-21 08:16:21
20192,4.98,-0.14,2.03,339.01,2016-12-21 08:16:21
20193,4.68,-0.55,1.88,338.97,2016-12-21 08:16:21
20194,4.44,-0.35,1.48,338.94,2016-12-21 08:16:22
20195,4.55,-0.66,2.06,338.94,2016-12-21 08:16:22
20196,4.58,-0.61,1.81,338.92,2016-12-21 08:16:22
20197,4.54,-0.37,2.0,338.94,2016-12-21 08:16:22
20198,4.76,-1.11,1.66,338.92,2016-12-21 08:16:23
20199,4.54,-0.82,1.31,338.89,2016-12-21 08:16:23
20200,5.08,-0.18,1.96,338.97,2016-12-21 08:16:23
20201,4.01,-0.48,2.05,338.97,2016-12-21 08:16:23
20202,4.51,0.4,1.4,338.88,2016-12-21 08:16:24
20203,5.31,-0.84,1.51,338.86,2016-12-21 08:16:24
20204,5.12,-0.78,1.38,338.95,2016-12-21 08:16:24
20205,4.97,-0.72,1.58,338.9,2016-12-21 08:16:24
20206,3.91,-0.26,0.73,338.92,2016-12-21 08:16:25
20207,4.8,-0.36,0.96,338.87,2016-12-21 08:16:25
20208,3.48,-0.56,2.18,338.91,2016-12-21 08:16:25
20209,4.79,-0.41,0.81,338.89,2016-12-21 08:16:25
20210,4.59,0.51,0.73,338.91,2016-12-21 08:16:26
20211,3.94,0.99,3.22,338.9,2016-12-21 08:16:26
20212,4.56,2.19,1.52,338.86,2016-12-21 08:16:26
20213,3.56,-0.28,1.89,338.91,2016-12-21 08:16:26
20214,5.26,0.52,1.0,338.9,2016-12-21 08:16:27
20215,4.2,0.18,1.72,338.91,2016-12-21 08:16:27
20216,4.99,0.2,1.4,338.85,2016-12-21 08:16:27
20217,3.73,-0.25,2.41,338.86,2016-12-21 08:16:27
20218,5.53,1.27,0.42,338.81,2016-12-21 08:16:28
20219,5.1,1.89,1.2,339.03,2016-12-21 08:16:28
20220,4.07,0.74,2.3,338.9,2016-12-21 08:16:28
20221,2.58,1.65,1.87,338.88,2016-12-21 08:16:28
20222,2.38,0.81,2.64,338.95,2016-12-21 08:16:29
20223,3.78,0.42,1.62,338.85,2016-12-21 08:16:29
20224,4.34,-1.3,1.97,338.82,2016-12-21 08:16:29
20225,4.57,-0.47,1.95,338.91,2016-12-21 08:16:29
20226,4.84,-0.38,2.04,338.89,2016-12-21 08:16:30
20227,3.61,-0.23,2.62,338.87,2016-12-21 08:16:30
20228,3.49,-0.71,1.32,338.94,2016-12-21 08:16:30
20229,3.39,-1.16,1.12,338.85,2016-12-21 08:16:30
20230,2.59,-0.96,1.42,338.92,2016-12-21 08:16:31
20231,2.55,0.13,2.1,338.9,2016-12-21 08:16:31
20232,2.92,-0.12,2.13,338.89,2016-12-21 08:16:31
20233,3.64,-0.67,2.3,338.86,2016-12-21 08:16:31
20234,4.13,-1.25,1.31,338.89,2016-12-21 08:16:32
20235,4.31,-1.14,1.34,338.95,2016-12-21 08:16:32
20236,3.79,-0.67,1.5,338.96,2016-12-21 08:16:32
20237,3.53,-0.6,1.16,338.89,2016-12-21 08:16:32
20238,3.81,0.06,2.01,338.88,2016-12-21 08:16:33
20239,2.36,1.52,2.45,338.92,2016-12-21 08:16:33
20240,3.32,0.22,1.49,338.92,2016-12-21 08:16:33
20241,3.67,0.38,1.9,338.88,2016-12-21 08:16:33
20242,3.95,-0.48,1.99,338.87,2016-12-21 08:16:34
20243,3.66,-0.67,2.15,338.88,2016-12-21 08:16:34
20244,3.18,-0.46,1.85,338.93,2016-12-21 08:16:34
20245,3.47,-0.48,1.76,338.9,2016-12-21 08:16:34
20246,2.98,-0.62,1.74,338.91,2016-12-21 08:16:35
20247,3.74,-1.7,1.26,338.91,2016-12-21 08:16:35
20248,3.2,-1.49,1.12,338.91,2016-12-21 08:16:35
20249,3.38,-1.14,1.11,338.89,2016-12-21 08:16:35
20250,2.84,-1.03,1.93,338.91,2016-12-21 08:16:36
20251,3.12,-0.86,1.42,338.89,2016-12-21 08:16:36
20252,2.54,-0.7,1.72,338.94,2016-12-21 08:16:36
20253,2.24,-0.31,1.31,338.88,2016-12-21 08:16:36
20254,2.45,-0.07,2.75,338.94,2016-12-21 08:16:37
20255,3.24,-2.25,1.18,338.87,2016-12-21 08:16:37
20256,3.8,-1.35,1.84,338.89,2016-12-21 08:16:37
20257,3.72,-1.36,2.07,338.87,2016-12-21 08:16:37
20258,3.3,-1.25,2.63,338.89,2016-12-21 08:16:38
20259,3.72,0.06,2.83,338.92,2016-12-21 08:16:38
20260,3.7,0.31,3.06,338.86,2016-12-21 08:16:38
20261,4.79,0.85,2.78,338.85,2016-12-21 08:16:38
20262,3.6,-0.02,2.53,338.91,2016-12-21 08:16:39
20263,3.64,-1.9,2.02,338.86,2016-12-21 08:16:39
20264,2.32,-2.79,1.12,338.89,2016-12-21 08:16:39
20265,3.08,-2.11,1.03,338.9,2016-12-21 08:16:39
20266,3.28,-1.44,0.42,338.96,2016-12-21 08:16:40
20267,3.45,-1.94,0.91,338.97,2016-12-21 08:16:40
20268,3.96,-2.64,1.12,338.91,2016-12-21 08:16:40
20269,3.88,-2.88,0.73,338.93,2016-12-21 08:16:40
20270,3.1,-3.43,1.1,338.97,2016-12-21 08:16:41
20271,3.37,-2.75,1.1,338.91,2016-12-21 08:16:41
20272,2.92,-2.42,1.46,338.92,2016-12-21 08:16:41
20273,2.81,-2.57,1.15,338.9,2016-12-21 08:16:41
20274,3.39,-2.04,0.73,338.92,2016-12-21 08:16:42
20275,4.01,-1.88,1.04,338.93,2016-12-21 08:16:42
20276,2.12,-1.76,1.7,338.93,2016-12-21 08:16:42
20277,2.55,-2.15,2.43,338.89,2016-12-21 08:16:42
20278,3.52,-1.4,2.49,338.86,2016-12-21 08:16:43
20279,4.55,-2.69,0.99,338.82,2016-12-21 08:16:43
20280,4.46,-2.01,1.26,338.95,2016-12-21 08:16:43
20281,4.57,-1.82,1.44,338.97,2016-12-21 08:16:43
20282,4.78,-1.83,1.4,338.94,2016-12-21 08:16:44
20283,4.74,-1.74,1.76,338.99,2016-12-21 08:16:44
20284,4.63,-1.78,1.31,338.99,2016-12-21 08:16:44
20285,4.58,-1.66,1.7,338.94,2016-12-21 08:16:44
20286,3.66,-2.67,1.53,338.99,2016-12-21 08:16:45
20287,3.57,-2.41,2.37,338.99,2016-12-21 08:16:45
20288,3.08,-2.17,2.2,339.03,2016-12-21 08:16:45
20289,2.68,-2.62,1.87,339.03,2016-12-21 08:16:45
20290,2.54,-2.51,1.91,339.05,2016-12-21 08:16:46
20291,2.71,-2.54,1.93,339.0,2016-12-21 08:16:46
20292,3.52,-3.52,1.3,338.92,2016-12-21 08:16:46
20293,3.29,-3.88,1.6,338.9,2016-12-21 08:16:46
20294,2.67,-4.36,2.14,339.05,2016-12-21 08:16:47
20295,2.69,-3.85,1.65,339.02,2016-12-21 08:16:47
20296,2.93,-3.71,1.57,339.03,2016-12-21 08:16:47
20297,2.82,-3.23,1.11,339.07,2016-12-21 08:16:47
20298,2.44,-2.96,1.47,339.01,2016-12-21 08:16:48
20299,0.77,-3.79,1.88,338.93,2016-12-21 08:16:48
20300,-0.17,-0.93,2.54,339.02,2016-12-21 08:16:48
20301,0.91,-1.3,2.71,338.92,2016-12-21 08:16:48
20302,1.89,-2.9,2.94,338.93,2016-12-21 08:16:49
20303,1.49,-3.34,3.4,338.97,2016-12-21 08:16:49
20304,1.95,-2.61,3.06,338.99,2016-12-21 08:16:49
20305,1.97,-2.76,2.54,338.95,2016-12-21 08:16:49
20306,-0.31,-2.74,3.23,338.81,2016-12-21 08:16:50
20307,3.34,-3.99,2.42,338.9,2016-12-21 08:16:50
20308,2.19,-4.55,1.83,338.87,2016-12-21 08:16:50
20309,0.6,-3.77,3.02,338.93,2016-12-21 08:16:50
20310,1.64,-2.8,1.83,338.85,2016-12-21 08:16:51
20311,2.34,-3.25,3.03,338.92,2016-12-21 08:16:51
20312,3.04,-2.54,1.92,338.94,2016-12-21 08:16:51
20313,2.3,-2.63,2.5,338.93,2016-12-21 08:16:51
20314,1.67,-2.84,2.41,338.97,2016-12-21 08:16:52
20315,1.17,-1.27,2.54,339.01,2016-12-21 08:16:52
20316,-0.23,-0.84,2.2,338.95,2016-12-21 08:16:52
20317,1.51,-1.93,1.89,338.96,2016-12-21 08:16:52
20318,2.08,-3.0,2.64,338.89,2016-12-21 08:16:53
20319,2.9,-3.85,1.62,338.86,2016-12-21 08:16:53
20320,2.84,-2.87,1.09,338.9,2016-12-21 08:16:53
20321,3.47,-2.38,1.62,338.96,2016-12-21 08:16:53
20322,3.09,-2.94,0.72,338.96,2016-12-21 08:16:54
20323,3.38,-1.96,1.74,338.96,2016-12-21 08:16:54
20324,2.18,-3.17,0.13,338.95,2016-12-21 08:16:54
20325,3.06,-2.16,0.37,338.96,2016-12-21 08:16:54
20326,1.58,-1.75,1.71,338.96,2016-12-21 08:16:55
20327,3.74,-2.9,0.71,338.9,2016-12-21 08:16:55
20328,3.55,-2.65,0.89,338.94,2016-12-21 08:16:55
20329,3.65,-3.65,1.41,338.97,2016-12-21 08:16:55
20330,3.77,-2.76,1.11,338.95,2016-12-21 08:16:56
20331,4.09,-3.01,1.1,338.96,2016-12-21 08:16:56
20332,3.49,-2.57,0.88,339.04,2016-12-21 08:16:56
20333,3.32,-2.97,1.04,338.97,2016-12-21 08:16:56
20334,2.78,-2.39,1.41,338.94,2016-12-21 08:16:57
20335,2.46,-0.89,0.88,338.95,2016-12-21 08:16:57
20336,2.62,-1.33,0.83,338.94,2016-12-21 08:16:57
20337,1.31,-0.73,0.56,338.98,2016-12-21 08:16:57
20338,1.13,-0.7,0.44,338.95,2016-12-21 08:16:58
20339,1.34,-0.37,0.55,339.0,2016-12-21 08:16:58
20340,2.46,0.25,1.0,338.98,2016-12-21 08:16:58
20341,2.5,-0.42,0.8,338.96,2016-12-21 08:16:58
20342,2.03,-0.44,0.11,338.97,2016-12-21 08:16:59
20343,2.78,-2.19,-0.06,338.93,2016-12-21 08:16:59
20344,3.09,-1.42,0.26,339.01,2016-12-21 08:16:59
20345,2.25,-2.64,-0.65,339.02,2016-12-21 08:16:59
20346,2.01,-1.49,1.25,339.04,2016-12-21 08:17:00
20347,2.87,-3.5,1.84,338.98,2016-12-21 08:17:00
20348,3.08,-1.67,0.24,338.96,2016-12-21 08:17:00
20349,3.45,-2.67,2.16,338.96,2016-12-21 08:17:00
20350,1.86,-3.79,1.9,338.95,2016-12-21 08:17:01
20351,2.76,-3.52,1.88,338.99,2016-12-21 08:17:01
20352,2.19,-2.75,2.09,338.94,2016-12-21 08:17:01
20353,2.01,-2.67,2.61,338.96,2016-12-21 08:17:01
20354,1.84,-2.25,2.66,338.94,2016-12-21 08:17:02
20355,0.55,-1.53,2.31,339.02,2016-12-21 08:17:02
20356,-0.16,-1.85,2.93,338.99,2016-12-21 08:17:02
20357,0.11,-4.29,2.14,338.95,2016-12-21 08:17:02
20358,-1.2,-6.51,1.96,338.83,2016-12-21 08:17:03
20359,-0.83,-5.1,2.75,338.81,2016-12-21 08:17:03
20360,1.49,-3.48,1.79,339.06,2016-12-21 08:17:03
20361,1.03,-4.0,2.52,338.86,2016-12-21 08:17:03
20362,1.87,-3.78,2.48,338.86,2016-12-21 08:17:04
20363,-2.32,-2.34,1.78,338.88,2016-12-21 08:17:04
20364,0.32,-3.23,0.86,338.94,2016-12-21 08:17:04
20365,2.46,-3.24,1.62,338.96,2016-12-21 08:17:04
20366,2.88,-4.17,2.44,338.93,2016-12-21 08:17:05
20367,3.13,-3.74,1.94,338.86,2016-12-21 08:17:05
20368,1.89,-2.29,2.5,338.94,2016-12-21 08:17:05
20369,2.95,-3.16,1.67,338.89,2016-12-21 08:17:05
20370,2.42,-2.3,1.61,338.89,2016-12-21 08:17:06
20371,0.66,-3.93,2.49,338.81,2016-12-21 08:17:06
20372,-0.28,-4.32,1.49,338.8,2016-12-21 08:17:06
20373,1.44,-4.48,1.36,338.85,2016-12-21 08:17:06
20374,-1.36,-4.16,3.18,338.81,2016-12-21 08:17:07
20375,0.43,-3.69,2.08,338.87,2016-12-21 08:17:07
20376,1.16,-3.78,2.39,338.87,2016-12-21 08:17:07
20377,0.8,-3.5,1.65,338.9,2016-12-21 08:17:07
20378,-1.5,-5.33,2.45,338.78,2016-12-21 08:17:08
20379,0.15,-5.38,2.89,338.82,2016-12-21 08:17:08
20380,-2.02,-3.79,1.06,338.97,2016-12-21 08:17:08
20381,-0.1,-3.01,0.22,338.9,2016-12-21 08:17:08
20382,0.56,-1.17,0.15,338.91,2016-12-21 08:17:09
20383,2.27,-1.63,-0.15,338.92,2016-12-21 08:17:09
20384,1.95,-1.87,-0.03,338.97,2016-12-21 08:17:09
20385,3.22,-1.12,1.57,338.92,2016-12-21 08:17:09
20386,3.38,-0.76,1.12,338.92,2016-12-21 08:17:10
20387,3.67,-0.86,0.48,338.9,2016-12-21 08:17:10
20388,3.39,-0.58,1.31,338.91,2016-12-21 08:17:10
20389,2.91,-1.36,1.26,338.97,2016-12-21 08:17:10
20390,1.93,-1.28,2.73,338.88,2016-12-21 08:17:11
20391,2.78,-1.55,1.24,338.95,2016-12-21 08:17:11
20392,1.01,-3.02,2.03,338.87,2016-12-21 08:17:11
20393,1.62,-3.33,1.66,338.98,2016-12-21 08:17:11
20394,1.58,-3.46,1.97,338.93,2016-12-21 08:17:12
20395,1.1,-3.27,1.88,338.94,2016-12-21 08:17:12
20396,3.83,-1.23,1.76,338.91,2016-12-21 08:17:12
20397,3.21,-1.63,1.64,338.95,2016-12-21 08:17:12
20398,3.22,-1.91,1.28,338.91,2016-12-21 08:17:13
20399,2.79,-2.3,1.97,338.9,2016-12-21 08:17:13
20400,3.08,-2.16,1.68,338.93,2016-12-21 08:17:13
20401,2.57,-2.22,1.84,338.89,2016-12-21 08:17:13
20402,2.74,-2.04,0.79,338.96,2016-12-21 08:17:14
20403,3.62,-1.26,1.69,338.94,2016-12-21 08:17:14
20404,3.29,-3.49,2.3,338.84,2016-12-21 08:17:14
20405,3.44,-2.11,1.1,338.92,2016-12-21 08:17:14
20406,1.36,-2.75,2.85,338.86,2016-12-21 08:17:15
20407,2.33,-3.6,3.65,338.7,2016-12-21 08:17:15
20408,2.97,-3.08,2.85,338.93,2016-12-21 08:17:15
20409,1.97,-2.77,2.88,338.89,2016-12-21 08:17:15
20410,1.94,-2.54,3.29,338.86,2016-12-21 08:17:16
20411,4.41,-4.84,2.56,338.77,2016-12-21 08:17:16
20412,2.96,-3.16,2.13,338.93,2016-12-21 08:17:16
20413,4.09,-3.02,1.95,338.87,2016-12-21 08:17:16
20414,2.6,-2.18,2.81,338.91,2016-12-21 08:17:17
20415,4.26,-1.9,1.84,338.9,2016-12-21 08:17:17
20416,4.09,-2.19,1.44,338.91,2016-12-21 08:17:17
20417,4.09,-1.59,2.26,338.88,2016-12-21 08:17:17
20418,4.04,-0.93,1.86,338.88,2016-12-21 08:17:18
20419,3.79,-2.19,1.67,338.88,2016-12-21 08:17:18
20420,5.37,-2.52,1.97,338.86,2016-12-21 08:17:18
20421,6.14,-1.76,1.34,338.86,2016-12-21 08:17:18
20422,4.48,-1.79,1.95,338.89,2016-12-21 08:17:19
20423,4.03,-1.98,2.37,338.86,2016-12-21 08:17:19
20424,4.02,-2.5,3.44,338.87,2016-12-21 08:17:19
20425,2.75,-3.33,3.01,338.87,2016-12-21 08:17:19
20426,3.2,-2.51,1.96,338.91,2016-12-21 08:17:20
20427,3.94,-3.77,1.66,338.9,2016-12-21 08:17:20
20428,3.1,-3.49,1.75,338.9,2016-12-21 08:17:20
20429,3.58,-3.18,0.73,338.94,2016-12-21 08:17:20
20430,3.63,-4.72,0.16,338.8,2016-12-21 08:17:21
20431,4.4,-3.68,1.75,338.88,2016-12-21 08:17:21
20432,4.53,-4.04,1.64,338.87,2016-12-21 08:17:21
20433,3.44,-4.61,1.63,338.95,2016-12-21 08:17:21
20434,3.3,-4.08,3.05,338.99,2016-12-21 08:17:22
20435,4.03,-4.62,1.69,338.9,2016-12-21 08:17:22
20436,5.2,-2.93,1.95,338.87,2016-12-21 08:17:22
20437,5.2,-3.23,1.17,338.94,2016-12-21 08:17:22
20438,3.91,-2.11,1.12,339.0,2016-12-21 08:17:23
20439,3.33,-2.07,1.79,338.88,2016-12-21 08:17:23
20440,4.67,-1.92,1.48,338.93,2016-12-21 08:17:23
20441,4.21,-0.7,1.44,338.91,2016-12-21 08:17:23
20442,4.52,-1.07,1.23,338.98,2016-12-21 08:17:24
20443,4.4,-1.03,0.6,338.93,2016-12-21 08:17:24
20444,3.6,-1.4,0.24,338.93,2016-12-21 08:17:24
20445,3.58,-1.84,0.23,338.96,2016-12-21 08:17:24
20446,3.18,-1.95,1.07,338.91,2016-12-21 08:17:25
20447,3.21,-1.91,0.81,338.94,2016-12-21 08:17:25
20448,3.61,-1.78,0.91,338.95,2016-12-21 08:17:25
20449,3.31,-0.93,1.38,338.97,2016-12-21 08:17:25
20450,3.62,-1.6,0.89,338.97,2016-12-21 08:17:26
20451,3.5,-1.86,2.37,338.93,2016-12-21 08:17:26
20452,3.28,-1.59,2.52,338.92,2016-12-21 08:17:26
20453,1.78,-2.73,2.82,338.78,2016-12-21 08:17:26
20454,2.39,-3.91,2.11,338.88,2016-12-21 08:17:27
20455,4.39,-4.23,-0.86,338.89,2016-12-21 08:17:27
20456,2.98,-5.23,-0.03,338.9,2016-12-21 08:17:27
20457,2.63,-4.68,1.7,338.99,2016-12-21 08:17:27
20458,1.5,-4.15,1.68,338.87,2016-12-21 08:17:28
20459,2.75,-4.43,1.98,338.91,2016-12-21 08:17:28
20460,1.36,-4.33,2.02,338.75,2016-12-21 08:17:28
20461,4.05,-2.66,1.81,338.86,2016-12-21 08:17:28
20462,4.19,-3.92,2.69,338.91,2016-12-21 08:17:29
20463,4.44,-5.29,3.0,338.89,2016-12-21 08:17:29
20464,5.26,-5.26,2.91,338.94,2016-12-21 08:17:29
20465,3.63,-6.04,3.73,338.9,2016-12-21 08:17:29
20466,3.64,-4.56,2.3,338.84,2016-12-21 08:17:30
20467,5.39,-2.73,3.53,338.91,2016-12-21 08:17:30
20468,6.43,-2.5,2.31,338.91,2016-12-21 08:17:30
20469,7.18,-2.56,1.97,338.88,2016-12-21 08:17:30
20470,5.83,-2.71,1.94,338.89,2016-12-21 08:17:31
20471,5.57,-2.6,1.83,338.88,2016-12-21 08:17:31
20472,6.13,-2.47,2.24,338.91,2016-12-21 08:17:31
20473,6.27,-3.37,2.63,338.85,2016-12-21 08:17:31
20474,7.06,-2.46,2.24,338.88,2016-12-21 08:17:32
20475,6.34,-2.16,2.22,338.9,2016-12-21 08:17:32
20476,6.31,-2.18,2.21,338.92,2016-12-21 08:17:32
20477,6.12,-2.41,1.97,338.93,2016-12-21 08:17:32
20478,6.66,-2.43,2.85,338.91,2016-12-21 08:17:33
20479,6.52,-2.2,2.96,338.93,2016-12-21 08:17:33
20480,6.32,-2.84,2.6,338.9,2016-12-21 08:17:33
20481,6.14,-2.83,2.49,338.92,2016-12-21 08:17:33
20482,5.67,-3.05,1.87,338.92,2016-12-21 08:17:34
20483,6.19,-2.69,1.99,338.88,2016-12-21 08:17:34
20484,6.02,-2.17,2.64,338.97,2016-12-21 08:17:34
20485,6.26,-3.49,2.99,338.83,2016-12-21 08:17:34
20486,5.86,-3.98,3.06,338.91,2016-12-21 08:17:35
20487,5.46,-3.7,2.84,338.9,2016-12-21 08:17:35
20488,5.6,-3.55,2.84,338.93,2016-12-21 08:17:35
20489,5.33,-4.06,2.11,338.89,2016-12-21 08:17:35
20490,5.38,-3.61,3.23,338.85,2016-12-21 08:17:36
20491,5.27,-3.73,3.27,338.96,2016-12-21 08:17:36
20492,4.93,-3.17,4.02,338.82,2016-12-21 08:17:36
20493,5.56,-2.6,3.9,338.87,2016-12-21 08:17:36
20494,6.4,-3.57,3.17,338.9,2016-12-21 08:17:37
20495,6.46,-3.69,2.48,338.84,2016-12-21 08:17:37
20496,6.0,-3.93,2.6,338.92,2016-12-21 08:17:37
20497,5.9,-3.94,3.07,338.9,2016-12-21 08:17:37
20498,5.94,-3.79,2.72,338.86,2016-12-21 08:17:38
20499,6.29,-3.29,2.94,338.87,2016-12-21 08:17:38
20500,6.87,-4.71,3.29,338.78,2016-12-21 08:17:38
20501,5.05,-2.92,4.43,338.95,2016-12-21 08:17:38
20502,7.02,-4.46,3.26,338.93,2016-12-21 08:17:39
20503,7.94,-4.06,3.04,338.83,2016-12-21 08:17:39
20504,7.48,-4.21,2.74,338.86,2016-12-21 08:17:39
20505,7.77,-1.68,3.11,338.89,2016-12-21 08:17:39
20506,7.17,-1.37,3.56,338.95,2016-12-21 08:17:40
20507,5.59,-1.36,4.14,338.97,2016-12-21 08:17:40
20508,4.04,0.22,4.09,339.03,2016-12-21 08:17:40
20509,6.03,-3.08,3.25,338.89,2016-12-21 08:17:40
20510,6.47,-3.83,2.48,338.82,2016-12-21 08:17:41
20511,5.04,-2.59,2.44,338.96,2016-12-21 08:17:41
20512,5.86,-2.01,2.12,338.88,2016-12-21 08:17:41
20513,4.18,-2.82,3.77,338.91,2016-12-21 08:17:41
20514,5.25,-5.69,3.44,338.74,2016-12-21 08:17:42
20515,5.68,-4.25,2.65,338.87,2016-12-21 08:17:42
20516,5.7,-3.23,2.96,338.9,2016-12-21 08:17:42
20517,5.84,-3.48,1.9,338.83,2016-12-21 08:17:42
20518,6.21,-3.69,2.74,338.85,2016-12-21 08:17:43
20519,6.94,-3.25,2.41,338.87,2016-12-21 08:17:43
20520,7.47,-3.82,3.16,338.89,2016-12-21 08:17:43
20521,7.59,-2.73,1.73,338.93,2016-12-21 08:17:43
20522,6.12,-2.15,2.43,338.93,2016-12-21 08:17:44
20523,6.88,-2.35,2.33,338.87,2016-12-21 08:17:44
20524,6.46,-2.57,3.28,338.96,2016-12-21 08:17:44
20525,6.14,-2.68,2.63,338.89,2016-12-21 08:17:44
20526,4.5,-3.26,2.2,338.94,2016-12-21 08:17:45
20527,4.98,-2.78,2.67,338.92,2016-12-21 08:17:45
20528,5.13,-4.48,2.13,338.84,2016-12-21 08:17:45
20529,5.18,-3.88,2.41,338.87,2016-12-21 08:17:45
20530,6.21,-3.17,2.12,338.85,2016-12-21 08:17:46
20531,5.07,-3.43,2.27,338.99,2016-12-21 08:17:46
20532,5.37,-3.35,1.61,338.93,2016-12-21 08:17:46
20533,5.77,-2.97,0.66,338.94,2016-12-21 08:17:46
20534,5.37,-2.75,-0.07,338.94,2016-12-21 08:17:47
20535,4.87,-2.99,1.81,339.04,2016-12-21 08:17:47
20536,5.75,-1.74,0.86,338.89,2016-12-21 08:17:47
20537,5.7,-3.08,0.69,338.88,2016-12-21 08:17:47
20538,4.96,-3.01,0.77,338.88,2016-12-21 08:17:48
20539,3.66,-2.75,1.21,338.88,2016-12-21 08:17:48
20540,3.48,-1.44,-0.18,338.94,2016-12-21 08:17:48
20541,4.17,-2.29,1.02,338.94,2016-12-21 08:17:48
20542,3.51,-2.46,1.42,338.9,2016-12-21 08:17:49
20543,3.09,-2.81,1.51,338.83,2016-12-21 08:17:49
20544,4.2,-2.18,1.14,338.91,2016-12-21 08:17:49
20545,4.27,-1.79,1.26,338.91,2016-12-21 08:17:49
20546,4.47,-0.43,1.44,338.94,2016-12-21 08:17:50
20547,3.92,-0.67,2.31,338.93,2016-12-21 08:17:50
20548,4.64,-0.62,2.03,338.91,2016-12-21 08:17:50
20549,3.84,-0.39,2.27,338.92,2016-12-21 08:17:50
20550,3.13,1.07,1.84,338.92,2016-12-21 08:17:51
20551,3.66,0.01,0.37,338.91,2016-12-21 08:17:51
20552,3.94,-0.28,0.79,338.91,2016-12-21 08:17:51
20553,4.39,-1.21,1.45,338.94,2016-12-21 08:17:51
20554,3.53,-0.5,1.53,339.0,2016-12-21 08:17:52
20555,3.39,-0.24,1.12,338.93,2016-12-21 08:17:52
20556,2.93,-0.05,0.81,338.92,2016-12-21 08:17:52
20557,4.1,-0.79,1.32,338.94,2016-12-21 08:17:52
20558,3.1,-0.41,1.97,338.92,2016-12-21 08:17:53
20559,3.11,-1.84,2.04,338.99,2016-12-21 08:17:53
20560,3.46,-2.04,1.93,338.9,2016-12-21 08:17:53
20561,3.51,-3.04,1.41,338.95,2016-12-21 08:17:53
20562,2.89,-3.44,2.12,338.88,2016-12-21 08:17:54
20563,3.56,-3.0,1.99,338.88,2016-12-21 08:17:54
20564,4.02,-1.66,1.96,338.91,2016-12-21 08:17:54
20565,3.33,-1.66,2.49,338.96,2016-12-21 08:17:54
20566,4.4,-0.25,2.59,338.95,2016-12-21 08:17:55
20567,5.3,-1.55,2.55,338.9,2016-12-21 08:17:55
