,u_x,u_y,u_z,sos,Time-stamp
438,2.1,-2.45,1.72,338.79,2016-12-21 06:54:05
439,2.7,-3.02,1.71,338.79,2016-12-21 06:54:06
440,2.31,-2.47,2.32,338.76,2016-12-21 06:54:06
441,2.7,-2.52,2.42,338.65,2016-12-21 06:54:06
442,3.34,-2.04,2.88,338.79,2016-12-21 06:54:06
443,4.11,-1.72,2.05,338.69,2016-12-21 06:54:07
444,2.85,-1.22,2.27,338.72,2016-12-21 06:54:07
445,2.69,-1.26,2.64,338.74,2016-12-21 06:54:07
446,2.74,-1.63,1.87,338.72,2016-12-21 06:54:07
447,3.01,-1.9,1.55,338.75,2016-12-21 06:54:08
448,2.64,-1.94,2.48,338.8,2016-12-21 06:54:08
449,4.23,-1.42,2.15,338.72,2016-12-21 06:54:08
450,2.36,-1.94,2.32,338.77,2016-12-21 06:54:08
451,2.65,-2.23,1.78,338.84,2016-12-21 06:54:09
452,3.75,-1.97,2.19,338.85,2016-12-21 06:54:09
453,3.95,-2.55,2.39,338.83,2016-12-21 06:54:09
454,3.75,-2.69,1.87,338.79,2016-12-21 06:54:09
455,4.25,-1.93,1.72,338.7,2016-12-21 06:54:10
456,4.51,-2.26,1.55,338.84,2016-12-21 06:54:10
457,4.03,-2.48,2.02,338.89,2016-12-21 06:54:10
458,3.85,-2.45,1.66,338.81,2016-12-21 06:54:10
459,3.94,-2.03,1.85,338.68,2016-12-21 06:54:11
460,3.15,-0.26,2.15,338.84,2016-12-21 06:54:11
461,3.63,-0.72,3.4,338.83,2016-12-21 06:54:11
462,4.03,-1.43,2.08,338.87,2016-12-21 06:54:11
463,4.86,-0.96,2.63,338.77,2016-12-21 06:54:12
464,4.97,-0.53,1.98,338.84,2016-12-21 06:54:12
465,4.6,-1.0,2.32,338.78,2016-12-21 06:54:12
466,3.63,-1.21,1.61,338.76,2016-12-21 06:54:12
467,3.47,-2.63,1.28,338.77,2016-12-21 06:54:13
468,3.21,-3.24,1.29,338.87,2016-12-21 06:54:13
469,2.62,-1.77,1.95,338.79,2016-12-21 06:54:13
470,3.1,-2.56,2.78,338.74,2016-12-21 06:54:13
471,3.94,-0.93,2.58,338.74,2016-12-21 06:54:14
472,4.85,-2.14,1.55,338.75,2016-12-21 06:54:14
473,4.54,-1.82,1.9,338.74,2016-12-21 06:54:14
474,4.43,-2.04,1.82,338.76,2016-12-21 06:54:14
475,4.4,-1.93,2.17,338.74,2016-12-21 06:54:15
476,4.31,-1.22,0.81,338.79,2016-12-21 06:54:15
477,5.05,-3.84,0.25,338.78,2016-12-21 06:54:15
478,2.86,-4.28,0.79,338.85,2016-12-21 06:54:15
479,2.0,-2.67,1.96,338.78,2016-12-21 06:54:16
480,1.49,-2.14,1.8,338.77,2016-12-21 06:54:16
481,3.1,0.11,2.16,338.7,2016-12-21 06:54:16
482,2.02,-1.15,1.99,338.71,2016-12-21 06:54:16
483,1.26,-0.94,0.67,338.8,2016-12-21 06:54:17
484,2.7,-1.23,1.94,338.76,2016-12-21 06:54:17
485,2.6,-0.75,1.05,338.78,2016-12-21 06:54:17
486,3.03,-1.87,0.74,338.78,2016-12-21 06:54:17
487,3.18,-2.4,1.59,338.75,2016-12-21 06:54:18
488,2.31,-3.38,1.98,338.78,2016-12-21 06:54:18
489,2.32,-3.02,1.35,338.79,2016-12-21 06:54:18
490,1.13,-2.65,1.42,338.8,2016-12-21 06:54:18
491,0.59,-1.46,2.19,338.77,2016-12-21 06:54:19
492,-0.51,-2.06,2.69,338.71,2016-12-21 06:54:19
493,-0.17,-2.77,1.84,338.75,2016-12-21 06:54:19
494,0.44,-3.19,2.39,338.72,2016-12-21 06:54:19
495,-0.05,-2.4,1.7,338.72,2016-12-21 06:54:20
496,0.3,-1.26,2.52,338.65,2016-12-21 06:54:20
497,3.74,0.45,1.68,338.72,2016-12-21 06:54:20
498,1.88,0.17,1.74,338.78,2016-12-21 06:54:20
499,2.7,0.29,2.04,338.79,2016-12-21 06:54:21
500,3.33,0.26,2.26,338.78,2016-12-21 06:54:21
501,2.59,-0.77,2.6,338.71,2016-12-21 06:54:21
502,0.68,1.38,1.98,338.61,2016-12-21 06:54:21
503,2.31,0.24,1.94,338.77,2016-12-21 06:54:22
504,1.77,0.38,1.65,338.72,2016-12-21 06:54:22
505,1.28,-0.07,2.17,338.65,2016-12-21 06:54:22
506,1.34,-0.2,2.04,338.81,2016-12-21 06:54:22
507,1.05,0.74,0.71,338.77,2016-12-21 06:54:23
508,1.78,0.31,1.87,338.73,2016-12-21 06:54:23
509,3.49,-1.96,0.33,338.78,2016-12-21 06:54:23
510,3.42,-1.31,-0.14,338.77,2016-12-21 06:54:23
511,2.56,-0.93,-0.38,338.85,2016-12-21 06:54:24
512,2.66,0.57,1.84,338.78,2016-12-21 06:54:24
513,3.51,1.1,0.85,338.79,2016-12-21 06:54:24
514,3.74,1.11,0.85,338.82,2016-12-21 06:54:24
515,3.02,1.06,0.26,338.78,2016-12-21 06:54:25
516,3.6,0.33,1.41,338.82,2016-12-21 06:54:25
517,3.6,-0.2,1.3,338.84,2016-12-21 06:54:25
518,3.65,-0.7,1.2,338.77,2016-12-21 06:54:25
519,3.43,-0.5,1.37,338.74,2016-12-21 06:54:26
520,4.04,-0.5,0.59,338.74,2016-12-21 06:54:26
521,3.0,0.1,1.01,338.82,2016-12-21 06:54:26
522,3.11,-0.66,0.98,338.81,2016-12-21 06:54:26
523,2.45,-1.04,2.13,338.79,2016-12-21 06:54:27
524,2.83,-0.6,1.7,338.87,2016-12-21 06:54:27
525,2.37,-0.36,1.91,338.79,2016-12-21 06:54:27
526,3.07,1.53,1.28,338.84,2016-12-21 06:54:27
527,2.67,2.27,1.26,338.72,2016-12-21 06:54:28
528,3.09,1.73,2.3,338.63,2016-12-21 06:54:28
529,2.32,3.09,0.98,338.81,2016-12-21 06:54:28
530,3.37,2.6,1.27,338.74,2016-12-21 06:54:28
531,2.72,1.29,1.6,338.79,2016-12-21 06:54:29
532,3.59,1.37,0.7,338.79,2016-12-21 06:54:29
533,3.43,0.28,0.87,338.81,2016-12-21 06:54:29
534,3.72,0.0,0.31,338.77,2016-12-21 06:54:29
535,3.34,-0.32,-0.18,338.78,2016-12-21 06:54:30
536,3.7,-0.34,0.62,338.77,2016-12-21 06:54:30
537,4.39,0.78,0.23,338.81,2016-12-21 06:54:30
538,3.82,0.94,0.52,338.82,2016-12-21 06:54:30
539,3.54,0.77,0.71,338.77,2016-12-21 06:54:31
540,3.37,0.73,0.67,338.84,2016-12-21 06:54:31
541,3.43,0.75,0.55,338.79,2016-12-21 06:54:31
542,3.06,0.23,1.02,338.78,2016-12-21 06:54:31
543,2.89,0.2,0.17,338.79,2016-12-21 06:54:32
544,2.15,0.15,0.0,338.82,2016-12-21 06:54:32
545,2.67,-0.09,0.07,338.8,2016-12-21 06:54:32
546,3.11,0.07,-0.16,338.79,2016-12-21 06:54:32
547,3.33,0.52,0.32,338.81,2016-12-21 06:54:33
548,2.89,0.8,0.5,338.81,2016-12-21 06:54:33
549,3.17,0.73,0.65,338.78,2016-12-21 06:54:33
550,3.71,0.53,0.98,338.79,2016-12-21 06:54:33
551,3.85,-0.55,0.51,338.79,2016-12-21 06:54:34
552,3.88,0.81,1.29,338.75,2016-12-21 06:54:34
553,4.29,0.26,0.23,338.82,2016-12-21 06:54:34
554,3.24,0.2,0.72,338.81,2016-12-21 06:54:34
555,3.73,0.68,0.61,338.8,2016-12-21 06:54:35
556,3.76,0.21,-0.43,338.78,2016-12-21 06:54:35
557,2.9,0.03,0.39,338.78,2016-12-21 06:54:35
558,2.56,-1.1,0.58,338.81,2016-12-21 06:54:35
559,1.75,-0.14,1.39,338.76,2016-12-21 06:54:36
560,2.3,-0.56,1.42,338.79,2016-12-21 06:54:36
561,2.24,-0.61,0.81,338.81,2016-12-21 06:54:36
562,1.38,-1.09,0.98,338.85,2016-12-21 06:54:36
563,2.25,-1.52,1.3,338.83,2016-12-21 06:54:37
564,1.33,-1.26,1.61,338.81,2016-12-21 06:54:37
565,2.26,-1.1,1.42,338.81,2016-12-21 06:54:37
566,1.94,-1.15,1.45,338.78,2016-12-21 06:54:37
567,2.07,-0.45,1.8,338.78,2016-12-21 06:54:38
568,2.06,-0.46,1.26,338.82,2016-12-21 06:54:38
569,1.45,-0.73,1.2,338.8,2016-12-21 06:54:38
570,1.75,-0.64,1.76,338.78,2016-12-21 06:54:38
571,1.67,-0.55,1.13,338.79,2016-12-21 06:54:39
572,2.56,-0.69,1.96,338.76,2016-12-21 06:54:39
573,2.88,-0.41,1.7,338.81,2016-12-21 06:54:39
574,2.61,-1.07,1.83,338.75,2016-12-21 06:54:39
575,2.09,0.04,1.87,338.79,2016-12-21 06:54:40
576,1.52,-0.17,1.89,338.79,2016-12-21 06:54:40
577,1.71,-0.76,2.06,338.71,2016-12-21 06:54:40
578,1.74,0.51,2.33,338.69,2016-12-21 06:54:40
579,2.62,1.79,2.11,338.76,2016-12-21 06:54:41
580,3.75,1.85,2.15,338.72,2016-12-21 06:54:41
581,5.24,1.14,0.43,338.74,2016-12-21 06:54:41
582,4.88,0.72,1.79,338.75,2016-12-21 06:54:41
583,4.04,1.43,1.66,338.75,2016-12-21 06:54:42
584,5.59,2.0,1.78,338.72,2016-12-21 06:54:42
585,5.0,1.7,1.57,338.78,2016-12-21 06:54:42
586,6.01,2.35,1.13,338.82,2016-12-21 06:54:42
587,5.35,3.62,2.26,338.73,2016-12-21 06:54:43
588,4.28,2.93,1.8,338.84,2016-12-21 06:54:43
589,5.59,2.28,2.28,338.78,2016-12-21 06:54:43
590,6.38,1.23,1.89,338.79,2016-12-21 06:54:43
591,5.07,0.77,2.08,338.75,2016-12-21 06:54:44
592,4.93,0.32,1.24,338.75,2016-12-21 06:54:44
593,4.93,1.13,1.62,338.79,2016-12-21 06:54:44
594,4.53,2.03,1.66,338.77,2016-12-21 06:54:44
595,4.87,0.72,0.38,338.72,2016-12-21 06:54:45
596,3.6,3.71,1.24,338.73,2016-12-21 06:54:45
597,4.18,2.68,1.61,338.76,2016-12-21 06:54:45
598,5.44,2.17,1.71,338.78,2016-12-21 06:54:45
599,5.05,0.25,0.68,338.88,2016-12-21 06:54:46
600,4.67,0.15,0.38,338.89,2016-12-21 06:54:46
601,4.84,0.15,1.24,338.8,2016-12-21 06:54:46
602,4.54,1.95,2.27,338.82,2016-12-21 06:54:46
603,4.02,0.2,1.27,338.83,2016-12-21 06:54:47
604,4.46,0.25,0.68,338.8,2016-12-21 06:54:47
605,4.74,-0.05,0.98,338.78,2016-12-21 06:54:47
606,4.2,0.8,1.35,338.79,2016-12-21 06:54:47
607,3.72,0.52,0.93,338.81,2016-12-21 06:54:48
608,2.66,1.06,1.39,338.85,2016-12-21 06:54:48
609,3.14,0.47,0.54,338.84,2016-12-21 06:54:48
610,2.65,0.28,0.16,338.85,2016-12-21 06:54:48
611,2.12,0.64,0.39,338.84,2016-12-21 06:54:49
612,3.99,1.61,0.55,338.77,2016-12-21 06:54:49
613,2.35,1.33,1.06,338.81,2016-12-21 06:54:49
614,2.77,0.92,1.01,338.82,2016-12-21 06:54:49
615,3.0,0.58,0.98,338.8,2016-12-21 06:54:50
616,1.98,0.07,0.76,338.78,2016-12-21 06:54:50
617,3.73,0.96,0.74,338.77,2016-12-21 06:54:50
618,3.12,2.07,1.85,338.74,2016-12-21 06:54:50
619,0.11,1.3,1.63,338.8,2016-12-21 06:54:51
620,-0.71,1.53,1.49,338.8,2016-12-21 06:54:51
621,-0.43,1.33,1.22,338.79,2016-12-21 06:54:51
622,0.03,1.41,0.74,338.73,2016-12-21 06:54:51
623,0.85,0.97,0.19,338.79,2016-12-21 06:54:52
624,1.94,0.49,0.38,338.88,2016-12-21 06:54:52
625,3.45,0.72,0.32,338.76,2016-12-21 06:54:52
626,2.32,1.09,0.77,338.84,2016-12-21 06:54:52
627,0.38,1.42,0.88,338.85,2016-12-21 06:54:53
628,1.4,0.13,0.52,338.85,2016-12-21 06:54:53
629,2.43,-1.15,0.36,338.83,2016-12-21 06:54:53
630,3.41,-0.56,1.69,338.83,2016-12-21 06:54:53
631,3.93,0.06,1.41,338.78,2016-12-21 06:54:54
632,4.28,0.31,1.49,338.79,2016-12-21 06:54:54
633,4.44,-0.51,1.22,338.88,2016-12-21 06:54:54
634,5.09,1.08,0.04,338.82,2016-12-21 06:54:54
635,5.35,2.33,1.88,338.75,2016-12-21 06:54:55
636,4.47,3.98,1.85,338.74,2016-12-21 06:54:55
637,5.66,3.13,2.64,338.76,2016-12-21 06:54:55
638,6.84,3.16,2.12,338.65,2016-12-21 06:54:55
639,5.96,4.47,2.81,338.76,2016-12-21 06:54:56
640,6.43,3.71,2.72,338.66,2016-12-21 06:54:56
641,5.88,3.41,2.56,338.72,2016-12-21 06:54:56
642,6.98,5.27,1.97,338.74,2016-12-21 06:54:56
643,6.37,3.37,3.42,338.7,2016-12-21 06:54:57
644,6.07,3.13,2.31,338.7,2016-12-21 06:54:57
645,5.25,2.71,2.15,338.69,2016-12-21 06:54:57
646,4.99,4.5,3.17,338.67,2016-12-21 06:54:57
647,4.94,4.83,2.98,338.59,2016-12-21 06:54:58
648,3.18,1.98,3.23,338.72,2016-12-21 06:54:58
649,4.83,-0.12,2.08,338.65,2016-12-21 06:54:58
650,5.51,1.17,1.16,338.8,2016-12-21 06:54:58
651,4.59,1.45,2.05,338.75,2016-12-21 06:54:59
652,4.56,0.25,4.05,338.64,2016-12-21 06:54:59
653,3.55,-0.16,3.99,338.67,2016-12-21 06:54:59
654,5.25,-0.46,3.19,338.71,2016-12-21 06:54:59
655,4.23,-0.76,3.09,338.77,2016-12-21 06:55:00
656,3.75,-3.33,4.0,338.66,2016-12-21 06:55:00
657,2.36,-2.65,4.24,338.65,2016-12-21 06:55:00
658,2.48,-5.02,4.08,338.75,2016-12-21 06:55:00
659,4.1,-4.31,2.97,338.73,2016-12-21 06:55:01
660,4.16,-4.42,2.74,338.77,2016-12-21 06:55:01
661,3.54,-3.72,1.8,338.72,2016-12-21 06:55:01
662,3.24,-3.43,1.81,338.74,2016-12-21 06:55:01
663,2.96,-4.4,1.78,338.71,2016-12-21 06:55:02
664,2.52,-3.1,1.64,338.8,2016-12-21 06:55:02
665,4.13,-3.27,2.93,338.71,2016-12-21 06:55:02
666,3.54,-5.21,1.48,338.78,2016-12-21 06:55:02
667,4.5,-4.01,2.22,338.71,2016-12-21 06:55:03
668,3.61,-4.78,1.03,338.83,2016-12-21 06:55:03
669,3.8,-4.01,0.85,338.78,2016-12-21 06:55:03
670,3.17,-4.05,0.6,338.87,2016-12-21 06:55:03
671,2.67,-3.37,1.95,338.74,2016-12-21 06:55:04
672,3.79,-3.97,3.49,338.66,2016-12-21 06:55:04
673,5.03,-4.12,2.69,338.83,2016-12-21 06:55:04
674,3.73,-4.14,3.67,338.73,2016-12-21 06:55:04
675,3.81,-4.33,2.04,338.75,2016-12-21 06:55:05
676,4.27,-4.43,1.91,338.77,2016-12-21 06:55:05
677,4.28,-4.0,1.69,338.81,2016-12-21 06:55:05
678,4.54,-3.68,1.34,338.84,2016-12-21 06:55:05
679,3.75,-3.06,0.54,338.84,2016-12-21 06:55:06
680,3.75,-2.36,0.92,338.86,2016-12-21 06:55:06
681,4.24,-0.81,1.23,338.84,2016-12-21 06:55:06
682,2.88,-3.12,1.34,338.87,2016-12-21 06:55:06
683,2.68,-1.85,0.26,338.88,2016-12-21 06:55:07
684,3.74,-1.54,1.81,338.78,2016-12-21 06:55:07
685,1.08,-1.84,1.05,338.78,2016-12-21 06:55:07
686,3.22,-0.04,1.51,338.82,2016-12-21 06:55:07
687,0.6,-2.22,1.76,338.82,2016-12-21 06:55:08
688,0.28,-1.29,1.44,338.74,2016-12-21 06:55:08
689,-1.95,-0.42,1.56,338.72,2016-12-21 06:55:08
690,0.45,-0.5,0.34,338.8,2016-12-21 06:55:08
691,0.8,-4.16,0.88,338.76,2016-12-21 06:55:09
692,-0.52,-2.86,1.31,338.83,2016-12-21 06:55:09
693,-1.86,-2.06,1.44,338.77,2016-12-21 06:55:09
694,-0.82,-1.03,1.79,338.8,2016-12-21 06:55:09
695,1.5,-2.01,2.14,338.81,2016-12-21 06:55:10
696,1.91,-2.92,2.34,338.87,2016-12-21 06:55:10
697,1.77,-3.01,1.49,338.85,2016-12-21 06:55:10
698,2.48,-3.71,1.64,338.77,2016-12-21 06:55:10
699,1.51,-3.56,2.5,338.78,2016-12-21 06:55:11
700,1.05,-2.84,2.19,338.79,2016-12-21 06:55:11
701,1.82,-2.23,2.42,338.76,2016-12-21 06:55:11
702,1.3,-2.75,2.62,338.74,2016-12-21 06:55:11
703,1.49,-0.99,1.73,338.81,2016-12-21 06:55:12
704,0.61,-3.28,2.51,338.79,2016-12-21 06:55:12
705,0.7,-1.97,2.33,338.83,2016-12-21 06:55:12
706,-0.32,-3.17,1.93,338.76,2016-12-21 06:55:12
707,-0.31,-2.15,2.54,338.8,2016-12-21 06:55:13
708,0.81,-3.22,1.73,338.83,2016-12-21 06:55:13
709,1.25,-4.41,3.14,338.79,2016-12-21 06:55:13
710,2.06,-2.56,3.03,338.75,2016-12-21 06:55:13
711,1.55,-0.64,3.7,338.79,2016-12-21 06:55:14
712,0.59,1.12,1.64,338.77,2016-12-21 06:55:14
713,1.14,-0.35,2.43,338.58,2016-12-21 06:55:14
714,2.01,-1.87,2.44,338.77,2016-12-21 06:55:14
715,2.4,-2.16,1.54,338.72,2016-12-21 06:55:15
716,3.44,-1.69,1.97,338.78,2016-12-21 06:55:15
717,3.43,-1.92,1.88,338.8,2016-12-21 06:55:15
718,2.77,-1.24,2.59,338.77,2016-12-21 06:55:15
719,2.86,-1.87,2.14,338.78,2016-12-21 06:55:16
720,1.24,-0.48,2.57,338.77,2016-12-21 06:55:16
721,3.05,-0.18,2.98,338.76,2016-12-21 06:55:16
722,3.76,-0.08,1.59,338.79,2016-12-21 06:55:16
723,3.13,0.71,1.98,338.75,2016-12-21 06:55:17
724,4.32,0.42,1.8,338.79,2016-12-21 06:55:17
725,4.5,-0.55,0.84,338.74,2016-12-21 06:55:17
726,3.99,0.22,1.44,338.76,2016-12-21 06:55:17
727,3.73,0.02,1.51,338.77,2016-12-21 06:55:18
728,3.54,-0.02,1.24,338.78,2016-12-21 06:55:18
729,4.0,-0.06,1.44,338.75,2016-12-21 06:55:18
730,3.05,0.31,2.35,338.78,2016-12-21 06:55:18
731,2.31,-0.4,2.7,338.74,2016-12-21 06:55:19
732,0.58,2.18,1.78,338.7,2016-12-21 06:55:19
733,0.46,-0.5,1.24,338.78,2016-12-21 06:55:19
734,4.25,-0.5,1.82,338.73,2016-12-21 06:55:19
735,4.26,-0.68,1.41,338.79,2016-12-21 06:55:20
736,3.85,-0.19,1.98,338.78,2016-12-21 06:55:20
737,3.99,-0.59,2.05,338.71,2016-12-21 06:55:20
738,4.09,-0.2,1.33,338.76,2016-12-21 06:55:20
739,3.74,1.92,0.98,338.79,2016-12-21 06:55:21
740,3.11,-0.9,1.34,338.85,2016-12-21 06:55:21
741,3.9,0.03,1.33,338.71,2016-12-21 06:55:21
742,5.4,3.07,0.71,338.77,2016-12-21 06:55:21
743,5.21,2.18,1.34,338.83,2016-12-21 06:55:22
744,4.96,1.29,1.0,338.82,2016-12-21 06:55:22
745,6.26,1.4,0.6,338.78,2016-12-21 06:55:22
746,6.37,0.95,1.06,338.83,2016-12-21 06:55:22
747,6.41,1.05,0.95,338.82,2016-12-21 06:55:23
748,6.1,0.6,0.76,338.81,2016-12-21 06:55:23
749,5.51,0.98,0.55,338.77,2016-12-21 06:55:23
750,5.05,2.04,1.1,338.79,2016-12-21 06:55:23
751,5.68,0.96,1.43,338.77,2016-12-21 06:55:24
752,4.74,4.33,2.33,338.79,2016-12-21 06:55:24
753,4.06,2.63,1.85,338.82,2016-12-21 06:55:24
754,4.49,1.16,0.79,338.83,2016-12-21 06:55:24
755,4.79,0.54,0.83,338.85,2016-12-21 06:55:25
756,5.11,1.01,1.26,338.82,2016-12-21 06:55:25
757,4.97,1.54,1.36,338.81,2016-12-21 06:55:25
758,4.97,1.49,0.95,338.79,2016-12-21 06:55:25
759,5.74,0.89,0.64,338.79,2016-12-21 06:55:26
760,4.6,2.92,1.84,338.83,2016-12-21 06:55:26
761,3.22,3.29,2.14,338.93,2016-12-21 06:55:26
762,4.85,2.3,0.79,338.8,2016-12-21 06:55:26
763,3.09,2.0,1.6,338.78,2016-12-21 06:55:27
764,4.29,2.74,1.28,338.83,2016-12-21 06:55:27
765,4.99,1.38,0.52,338.8,2016-12-21 06:55:27
766,4.92,0.93,0.06,338.82,2016-12-21 06:55:27
767,5.0,1.27,-0.06,338.82,2016-12-21 06:55:28
768,4.79,2.21,-0.06,338.78,2016-12-21 06:55:28
769,4.95,3.47,0.27,338.75,2016-12-21 06:55:28
770,4.02,2.53,1.04,338.79,2016-12-21 06:55:28
771,4.37,1.02,1.15,338.81,2016-12-21 06:55:29
772,4.13,0.67,1.28,338.78,2016-12-21 06:55:29
773,5.23,-0.14,1.47,338.82,2016-12-21 06:55:29
774,5.46,-0.67,1.04,338.77,2016-12-21 06:55:29
775,4.61,-0.31,1.38,338.81,2016-12-21 06:55:30
776,5.24,-0.44,1.54,338.81,2016-12-21 06:55:30
777,5.06,-0.11,1.42,338.8,2016-12-21 06:55:30
778,5.45,0.4,1.56,338.79,2016-12-21 06:55:30
779,4.9,0.38,1.75,338.78,2016-12-21 06:55:31
780,4.84,0.35,2.01,338.82,2016-12-21 06:55:31
781,4.21,0.77,1.13,338.79,2016-12-21 06:55:31
782,5.03,-0.69,1.66,338.86,2016-12-21 06:55:31
783,3.91,0.3,2.28,338.87,2016-12-21 06:55:32
784,4.15,1.02,1.65,338.78,2016-12-21 06:55:32
785,4.92,-0.43,1.49,338.8,2016-12-21 06:55:32
786,4.8,0.67,1.42,338.82,2016-12-21 06:55:32
787,4.71,1.06,1.2,338.83,2016-12-21 06:55:33
788,4.28,1.6,1.89,338.79,2016-12-21 06:55:33
789,5.22,-0.25,0.41,338.78,2016-12-21 06:55:33
790,6.02,0.94,0.55,338.81,2016-12-21 06:55:33
791,5.19,1.37,1.11,338.79,2016-12-21 06:55:34
792,5.44,0.56,1.6,338.81,2016-12-21 06:55:34
793,5.19,-0.08,1.26,338.85,2016-12-21 06:55:34
794,5.7,1.33,1.12,338.84,2016-12-21 06:55:34
795,5.72,-0.65,1.31,338.8,2016-12-21 06:55:35
796,5.37,0.09,1.0,338.83,2016-12-21 06:55:35
797,4.27,3.03,2.32,338.82,2016-12-21 06:55:35
798,4.78,0.51,1.62,338.82,2016-12-21 06:55:35
799,5.73,-0.42,1.45,338.84,2016-12-21 06:55:36
800,5.64,-0.59,1.97,338.86,2016-12-21 06:55:36
801,5.13,-0.32,1.6,338.86,2016-12-21 06:55:36
802,5.04,-0.92,1.08,338.83,2016-12-21 06:55:36
803,4.49,-1.86,1.33,338.77,2016-12-21 06:55:37
804,4.35,-1.8,1.13,338.79,2016-12-21 06:55:37
805,4.43,-1.89,1.41,338.78,2016-12-21 06:55:37
806,4.68,-0.56,0.91,338.81,2016-12-21 06:55:37
807,3.63,0.66,1.56,338.8,2016-12-21 06:55:37
808,3.45,0.42,2.58,338.79,2016-12-21 06:55:38
809,2.61,-0.2,2.15,338.85,2016-12-21 06:55:38
810,3.38,-0.12,1.17,338.82,2016-12-21 06:55:38
811,4.44,1.33,1.43,338.75,2016-12-21 06:55:39
812,4.79,1.02,1.79,338.79,2016-12-21 06:55:39
813,4.54,0.12,0.58,338.82,2016-12-21 06:55:39
814,4.68,-0.21,1.29,338.78,2016-12-21 06:55:39
815,4.46,-0.52,1.38,338.81,2016-12-21 06:55:39
816,4.19,-1.5,0.68,338.85,2016-12-21 06:55:40
817,3.67,-0.43,2.35,338.79,2016-12-21 06:55:40
818,2.55,-0.22,1.51,338.86,2016-12-21 06:55:40
819,1.28,0.23,2.01,338.84,2016-12-21 06:55:41
820,2.45,1.68,1.95,338.69,2016-12-21 06:55:41
821,3.9,0.2,0.7,338.84,2016-12-21 06:55:41
822,3.9,-1.12,0.83,338.85,2016-12-21 06:55:41
823,5.27,0.14,0.09,338.77,2016-12-21 06:55:42
824,4.86,0.0,-0.25,338.78,2016-12-21 06:55:42
825,5.64,0.69,-1.58,338.74,2016-12-21 06:55:42
826,4.35,1.2,0.49,338.84,2016-12-21 06:55:42
827,2.57,1.41,1.69,338.84,2016-12-21 06:55:43
828,5.34,0.83,1.9,338.81,2016-12-21 06:55:43
829,5.44,0.29,3.04,338.76,2016-12-21 06:55:43
830,5.02,2.6,2.99,338.77,2016-12-21 06:55:43
831,6.45,2.32,2.24,338.74,2016-12-21 06:55:44
832,6.42,2.61,2.54,338.8,2016-12-21 06:55:44
833,6.09,1.11,2.41,338.77,2016-12-21 06:55:44
834,5.88,1.53,1.85,338.77,2016-12-21 06:55:44
835,5.49,1.66,2.09,338.81,2016-12-21 06:55:45
836,6.49,0.85,1.77,338.75,2016-12-21 06:55:45
837,4.47,0.69,3.24,338.82,2016-12-21 06:55:45
838,6.77,0.9,1.8,338.77,2016-12-21 06:55:45
839,6.48,1.86,1.94,338.83,2016-12-21 06:55:46
840,6.0,0.41,1.76,338.84,2016-12-21 06:55:46
841,6.67,1.79,1.63,338.75,2016-12-21 06:55:46
842,5.19,0.33,2.6,338.79,2016-12-21 06:55:46
843,5.78,0.91,1.53,338.73,2016-12-21 06:55:47
844,5.4,0.08,1.85,338.8,2016-12-21 06:55:47
845,5.76,2.04,2.36,338.74,2016-12-21 06:55:47
846,4.49,1.85,3.52,338.75,2016-12-21 06:55:47
847,4.99,-0.73,2.14,338.79,2016-12-21 06:55:47
848,4.82,-0.82,1.85,338.81,2016-12-21 06:55:48
849,3.99,-0.82,1.31,338.89,2016-12-21 06:55:48
850,4.05,0.18,1.82,338.79,2016-12-21 06:55:48
851,4.43,-0.11,1.38,338.74,2016-12-21 06:55:49
852,5.25,-1.14,1.79,338.74,2016-12-21 06:55:49
853,5.38,-0.52,1.49,338.78,2016-12-21 06:55:49
854,5.44,1.52,2.08,338.8,2016-12-21 06:55:49
855,3.75,0.52,0.65,338.87,2016-12-21 06:55:49
856,3.14,1.95,1.44,338.81,2016-12-21 06:55:50
857,5.03,0.47,1.11,338.75,2016-12-21 06:55:50
858,3.72,0.45,2.2,338.8,2016-12-21 06:55:50
859,3.58,-0.36,1.06,338.78,2016-12-21 06:55:51
860,5.47,2.09,2.32,338.72,2016-12-21 06:55:51
861,5.35,1.53,2.75,338.79,2016-12-21 06:55:51
862,4.7,2.88,3.1,338.81,2016-12-21 06:55:51
863,4.06,1.14,3.43,338.73,2016-12-21 06:55:51
864,5.83,1.34,2.15,338.72,2016-12-21 06:55:52
865,6.2,2.23,1.79,338.75,2016-12-21 06:55:52
866,5.35,-0.01,2.45,338.79,2016-12-21 06:55:52
867,5.71,-0.55,2.01,338.77,2016-12-21 06:55:53
868,5.2,-0.35,2.31,338.8,2016-12-21 06:55:53
869,4.69,-0.23,2.51,338.73,2016-12-21 06:55:53
870,5.45,2.01,1.67,338.7,2016-12-21 06:55:53
871,5.51,2.02,1.58,338.76,2016-12-21 06:55:54
872,5.61,0.52,1.72,338.7,2016-12-21 06:55:54
873,5.95,1.45,0.74,338.72,2016-12-21 06:55:54
874,5.95,0.27,1.01,338.76,2016-12-21 06:55:54
875,5.46,-0.2,1.77,338.77,2016-12-21 06:55:55
876,4.78,0.57,1.46,338.71,2016-12-21 06:55:55
877,4.2,1.06,2.2,338.78,2016-12-21 06:55:55
878,4.74,0.8,1.82,338.72,2016-12-21 06:55:55
879,5.17,0.98,1.43,338.79,2016-12-21 06:55:56
880,4.94,-0.03,1.03,338.75,2016-12-21 06:55:56
